Date,Daily minimum temperatures,Year,Month,Day,Day of Week,Week of Year,Day of Year,Day Name,Season,Month_sin,Month_cos,DayofWeek_sin,DayofWeek_cos,Rolling Mean 7,Rolling Mean 30,Rolling Std 7,Rolling Std 30,Temp Diff 1d,Temp Diff 7d,Lag 1,Lag 2,Lag 3,Lag 7,Lag 14,Lag 30
1985-03-07,9.8,1985.0,3.0,7.0,3.0,10,66.0,Thursday,Spring,1.0,0.0,0.43,-0.9,12.9,13.66,2.1,2.21,-2.8,-1.2,12.6,10.7,12.7,11.0,16.6,15.7
1985-03-08,13.2,1985.0,3.0,8.0,4.0,10,67.0,Friday,Spring,1.0,0.0,-0.43,-0.9,12.74,13.5,2.02,2.06,3.4,-1.1,9.8,12.6,10.7,14.3,18.1,18.0
1985-03-09,15.2,1985.0,3.0,9.0,5.0,10,68.0,Saturday,Spring,1.0,0.0,-0.97,-0.22,12.7,13.51,1.95,2.07,2.0,-0.3,13.2,9.8,12.6,15.5,13.4,14.8
1985-03-10,16.6,1985.0,3.0,10.0,6.0,10,69.0,Sunday,Spring,1.0,0.0,-0.78,0.62,12.97,13.6,2.37,2.14,1.4,1.9,15.2,13.2,9.8,14.7,10.3,13.9
1985-03-11,21.0,1985.0,3.0,11.0,0.0,11,70.0,Monday,Spring,1.0,0.0,0.0,1.0,14.16,13.87,3.83,2.53,4.4,8.3,16.6,15.2,13.2,12.7,13.6,13.0
1985-03-12,22.4,1985.0,3.0,12.0,1.0,11,71.0,Tuesday,Spring,1.0,0.0,0.78,0.62,15.83,14.11,4.51,2.96,1.4,9.6,21.0,16.6,15.2,10.7,13.8,15.3
1985-03-13,17.0,1985.0,3.0,13.0,2.0,11,72.0,Wednesday,Spring,1.0,0.0,0.97,-0.22,16.46,14.2,4.34,3.01,-5.4,4.4,22.4,21.0,16.6,12.6,10.3,14.3
1985-03-14,21.7,1985.0,3.0,14.0,3.0,11,73.0,Thursday,Spring,1.0,0.0,0.43,-0.9,18.16,14.4,3.55,3.3,4.7,9.6,17.0,22.4,21.0,9.8,11.0,15.6
1985-03-15,21.4,1985.0,3.0,15.0,4.0,11,74.0,Friday,Spring,1.0,0.0,-0.43,-0.9,19.33,14.58,2.95,3.53,-0.3,8.2,21.7,17.0,22.4,13.2,14.3,16.0
1985-03-16,18.6,1985.0,3.0,16.0,5.0,11,75.0,Saturday,Spring,1.0,0.0,-0.97,-0.22,19.81,14.7,2.38,3.6,-2.8,3.4,21.4,21.7,17.0,15.2,15.5,14.9
1985-03-17,16.2,1985.0,3.0,17.0,6.0,11,76.0,Sunday,Spring,1.0,0.0,-0.78,0.62,19.76,14.87,2.47,3.55,-2.4,-0.4,18.6,21.4,21.7,16.6,14.7,11.1
1985-03-18,16.8,1985.0,3.0,18.0,0.0,12,77.0,Monday,Spring,1.0,0.0,0.0,1.0,19.16,14.94,2.62,3.56,0.6,-4.2,16.2,18.6,21.4,21.0,12.7,14.8
1985-03-19,17.0,1985.0,3.0,19.0,1.0,12,78.0,Tuesday,Spring,1.0,0.0,0.78,0.62,18.39,15.07,2.28,3.56,0.2,-5.4,16.8,16.2,18.6,22.4,10.7,13.0
1985-03-20,18.4,1985.0,3.0,20.0,2.0,12,79.0,Wednesday,Spring,1.0,0.0,0.97,-0.22,18.59,15.28,2.2,3.57,1.4,1.4,17.0,16.8,16.2,17.0,12.6,12.2
1985-03-21,17.2,1985.0,3.0,21.0,3.0,12,80.0,Thursday,Spring,1.0,0.0,0.43,-0.9,17.94,15.49,1.75,3.49,-1.2,-4.5,18.4,17.0,16.8,21.7,9.8,10.9
1985-03-22,18.4,1985.0,3.0,22.0,4.0,12,81.0,Friday,Spring,1.0,0.0,-0.43,-0.9,17.51,15.62,0.94,3.53,1.2,-3.0,17.2,18.4,17.0,21.4,13.2,14.6
1985-03-23,18.8,1985.0,3.0,23.0,5.0,12,82.0,Saturday,Spring,1.0,0.0,-0.97,-0.22,17.54,15.69,0.98,3.57,0.4,0.2,18.4,17.2,18.4,18.6,15.2,16.6
1985-03-24,16.5,1985.0,3.0,24.0,6.0,12,83.0,Sunday,Spring,1.0,0.0,-0.78,0.62,17.59,15.64,0.92,3.54,-2.3,0.3,18.8,18.4,17.2,16.2,16.6,18.1
1985-03-25,13.3,1985.0,3.0,25.0,0.0,13,84.0,Monday,Spring,1.0,0.0,0.0,1.0,17.09,15.63,1.87,3.55,-3.2,-3.5,16.5,18.8,18.4,16.8,21.0,13.4
1985-03-26,12.2,1985.0,3.0,26.0,1.0,13,85.0,Tuesday,Spring,1.0,0.0,0.78,0.62,16.4,15.7,2.64,3.46,-1.1,-4.8,13.3,16.5,18.8,17.0,22.299999999999997,10.3
1985-03-27,11.3,1985.0,3.0,27.0,2.0,13,86.0,Wednesday,Spring,1.0,0.0,0.97,-0.22,15.39,15.62,3.07,3.54,-0.9,-7.1,12.2,13.3,16.5,18.4,17.0,13.6
1985-03-28,13.8,1985.0,3.0,28.0,3.0,13,87.0,Thursday,Spring,1.0,0.0,0.43,-0.9,14.9,15.62,3.0,3.54,2.5,-3.4,11.3,12.2,13.3,17.2,21.7,13.8
1985-03-29,16.6,1985.0,3.0,29.0,4.0,13,88.0,Friday,Spring,1.0,0.0,-0.43,-0.9,14.64,15.83,2.71,3.39,2.8,-1.8,13.8,11.3,12.2,18.4,21.4,10.3
1985-03-30,14.0,1985.0,3.0,30.0,5.0,13,89.0,Saturday,Spring,1.0,0.0,-0.97,-0.22,13.96,15.93,2.0,3.29,-2.6,-4.8,16.6,13.8,11.3,18.8,18.6,11.0
1985-03-31,14.3,1985.0,3.0,31.0,6.0,13,90.0,Sunday,Spring,1.0,0.0,-0.78,0.62,13.64,15.93,1.68,3.29,0.3,-2.2,14.0,16.6,13.8,16.5,16.2,14.3
1985-04-01,16.4,1985.0,4.0,1.0,0.0,14,91.0,Monday,Spring,0.87,-0.5,0.0,1.0,14.09,15.96,1.96,3.29,2.1,3.1,14.3,14.0,16.6,13.3,16.8,15.5
1985-04-02,11.9,1985.0,4.0,2.0,1.0,14,92.0,Tuesday,Spring,0.87,-0.5,0.78,0.62,14.04,15.87,2.01,3.36,-4.5,-0.3,16.4,14.3,14.0,12.2,17.0,14.7
1985-04-03,15.7,1985.0,4.0,3.0,2.0,14,93.0,Wednesday,Spring,0.87,-0.5,0.97,-0.22,14.67,15.97,1.67,3.31,3.8,4.4,11.9,16.4,14.3,11.3,18.4,12.7
1985-04-04,17.6,1985.0,4.0,4.0,3.0,14,94.0,Thursday,Spring,0.87,-0.5,0.43,-0.9,15.21,16.2,1.94,3.17,1.9,3.8,15.7,11.9,16.4,13.8,17.2,10.7
1985-04-05,17.5,1985.0,4.0,5.0,4.0,14,95.0,Friday,Spring,0.87,-0.5,-0.43,-0.9,15.34,16.36,2.07,3.1,-0.1,0.9,17.6,15.7,11.9,16.6,18.4,12.6
1985-04-06,15.9,1985.0,4.0,6.0,5.0,14,96.0,Saturday,Spring,0.87,-0.5,-0.97,-0.22,15.61,16.56,1.99,2.85,-1.6,1.9,17.5,17.6,15.7,14.0,18.8,9.8
1985-04-07,16.2,1985.0,4.0,7.0,6.0,14,97.0,Sunday,Spring,0.87,-0.5,-0.78,0.62,15.89,16.66,1.91,2.78,0.3,1.9,15.9,17.5,17.6,14.3,16.5,13.2
1985-04-08,16.0,1985.0,4.0,8.0,0.0,15,98.0,Monday,Spring,0.87,-0.5,0.0,1.0,15.83,16.69,1.9,2.77,-0.2,-0.4,16.2,15.9,17.5,16.4,13.3,15.2
1985-04-09,15.9,1985.0,4.0,9.0,1.0,15,99.0,Tuesday,Spring,0.87,-0.5,0.78,0.62,16.4,16.67,0.8,2.77,-0.1,4.0,16.0,16.2,15.9,11.9,12.2,16.6
1985-04-10,16.2,1985.0,4.0,10.0,2.0,15,100.0,Wednesday,Spring,0.87,-0.5,0.97,-0.22,16.47,16.51,0.75,2.65,0.3,0.5,15.9,16.0,16.2,15.7,11.3,21.0
1985-04-11,16.2,1985.0,4.0,11.0,3.0,15,101.0,Thursday,Spring,0.87,-0.5,0.43,-0.9,16.27,16.3,0.56,2.4,0.0,-1.4,16.2,15.9,16.0,17.6,13.8,22.299999999999997
1985-04-12,19.5,1985.0,4.0,12.0,4.0,15,102.0,Friday,Spring,0.87,-0.5,-0.43,-0.9,16.56,16.38,1.3,2.47,3.3,2.0,16.2,16.2,15.9,17.5,16.6,17.0
1985-04-13,18.2,1985.0,4.0,13.0,5.0,15,103.0,Saturday,Spring,0.87,-0.5,-0.97,-0.22,16.89,16.27,1.4,2.29,-1.3,2.3,19.5,16.2,16.2,15.9,14.0,21.7
1985-04-14,21.8,1985.0,4.0,14.0,6.0,15,104.0,Sunday,Spring,0.87,-0.5,-0.78,0.62,17.69,16.28,2.27,2.32,3.6,5.6,18.2,19.5,16.2,16.2,14.3,21.4
1985-04-15,15.1,1985.0,4.0,15.0,0.0,16,105.0,Monday,Spring,0.87,-0.5,0.0,1.0,17.56,16.16,2.4,2.28,-6.7,-0.9,21.8,18.2,19.5,16.0,16.4,18.6
1985-04-16,11.0,1985.0,4.0,16.0,1.0,16,106.0,Tuesday,Spring,0.87,-0.5,0.78,0.62,16.86,15.99,3.45,2.47,-4.1,-4.9,15.1,21.8,18.2,15.9,11.9,16.2
1985-04-17,8.1,1985.0,4.0,17.0,2.0,16,107.0,Wednesday,Spring,0.87,-0.5,0.97,-0.22,15.7,15.7,4.51,2.85,-2.9,-8.1,11.0,15.1,21.8,16.2,15.7,16.8
1985-04-18,9.5,1985.0,4.0,18.0,3.0,16,108.0,Thursday,Spring,0.87,-0.5,0.43,-0.9,14.74,15.45,4.51,3.06,1.4,-6.7,8.1,11.0,15.1,16.2,17.6,17.0
1985-04-19,9.3,1985.0,4.0,19.0,4.0,16,109.0,Friday,Spring,0.87,-0.5,-0.43,-0.9,13.29,15.15,4.51,3.2,-0.2,-9.6,9.5,8.1,11.0,19.5,17.5,18.4
1985-04-20,10.6,1985.0,4.0,20.0,5.0,16,110.0,Saturday,Spring,0.87,-0.5,-0.97,-0.22,12.2,14.93,4.51,3.28,1.3,-7.6,9.3,9.5,8.1,18.2,15.9,17.2
1985-04-21,6.3,1985.0,4.0,21.0,6.0,16,111.0,Sunday,Spring,0.87,-0.5,-0.78,0.62,9.99,14.52,2.75,3.57,-4.3,-9.6,10.6,9.3,9.5,21.8,16.2,18.4
1985-04-22,8.6,1985.0,4.0,22.0,0.0,17,112.0,Monday,Spring,0.87,-0.5,0.0,1.0,9.06,14.18,1.59,3.64,2.3,-6.5,6.3,10.6,9.3,15.1,16.0,18.8
1985-04-23,6.8,1985.0,4.0,23.0,1.0,17,113.0,Tuesday,Spring,0.87,-0.5,0.78,0.62,8.46,13.86,1.52,3.85,-1.8,-4.2,8.6,6.3,10.6,11.0,15.9,16.5
1985-04-24,8.7,1985.0,4.0,24.0,2.0,17,114.0,Wednesday,Spring,0.87,-0.5,0.97,-0.22,8.54,13.71,1.52,3.96,1.9,0.6,6.8,8.6,6.3,8.1,16.2,13.3
1985-04-25,8.4,1985.0,4.0,25.0,3.0,17,115.0,Thursday,Spring,0.87,-0.5,0.43,-0.9,8.39,13.58,1.46,4.025,-0.3,-1.1,8.7,6.8,8.6,9.5,16.2,12.2
1985-04-26,9.3,1985.0,4.0,26.0,4.0,17,116.0,Friday,Spring,0.87,-0.5,-0.43,-0.9,8.39,13.51,1.46,4.025,0.9,0.0,8.4,8.7,6.8,9.3,19.5,11.3
1985-04-27,10.0,1985.0,4.0,27.0,5.0,17,117.0,Saturday,Spring,0.87,-0.5,-0.97,-0.22,8.3,13.39,1.32,4.025,0.7,-0.6,9.3,8.4,8.7,10.6,18.2,13.8
1985-04-28,10.5,1985.0,4.0,28.0,6.0,17,118.0,Sunday,Spring,0.87,-0.5,-0.78,0.62,8.9,13.18,1.21,4.025,0.5,4.2,10.0,9.3,8.4,6.3,21.8,16.6
1985-04-29,12.0,1985.0,4.0,29.0,0.0,18,119.0,Monday,Spring,0.87,-0.5,0.0,1.0,9.39,13.12,1.66,4.025,1.5,3.4,10.5,10.0,9.3,8.6,15.1,14.0
1985-04-30,10.1,1985.0,4.0,30.0,1.0,18,120.0,Tuesday,Spring,0.87,-0.5,0.78,0.62,9.86,12.98,1.21,4.025,-1.9,3.3,12.0,10.5,10.0,6.8,11.0,14.3
1985-05-01,9.4,1985.0,5.0,1.0,2.0,18,121.0,Wednesday,Spring,0.5,-0.87,0.97,-0.22,9.96,12.74,1.13,4.025,-0.7,0.7,10.1,12.0,10.5,8.7,8.1,16.4
1985-05-02,10.1,1985.0,5.0,2.0,3.0,18,122.0,Thursday,Spring,0.5,-0.87,0.43,-0.9,10.2,12.68,0.9,4.025,0.7,1.7,9.4,10.1,12.0,8.4,9.5,11.9
1985-05-03,8.0,1985.0,5.0,3.0,4.0,18,123.0,Friday,Spring,0.5,-0.87,-0.43,-0.9,10.01,12.43,1.2,4.025,-2.1,-1.3,10.1,9.4,10.1,9.3,9.3,15.7
1985-05-04,10.6,1985.0,5.0,4.0,5.0,18,124.0,Saturday,Spring,0.5,-0.87,-0.97,-0.22,10.1,12.19,1.22,4.025,2.6,0.6,8.0,10.1,9.4,10.0,10.6,17.6
1985-05-05,13.6,1985.0,5.0,5.0,6.0,18,125.0,Sunday,Spring,0.5,-0.87,-0.78,0.62,10.54,12.06,1.81,4.025,3.0,3.1,10.6,8.0,10.1,10.5,6.3,17.5
1985-05-06,15.4,1985.0,5.0,6.0,0.0,19,126.0,Monday,Spring,0.5,-0.87,0.0,1.0,11.03,12.05,2.56,4.025,1.8,3.4,13.6,10.6,8.0,12.0,8.6,15.9
1985-05-07,9.0,1985.0,5.0,7.0,1.0,19,127.0,Tuesday,Spring,0.5,-0.87,0.78,0.62,10.87,11.81,2.66,3.99,-6.4,-1.1,15.4,13.6,10.6,10.1,6.8,16.2
1985-05-08,10.4,1985.0,5.0,8.0,2.0,19,128.0,Wednesday,Spring,0.5,-0.87,0.97,-0.22,11.01,11.62,2.6,3.91,1.4,1.0,9.0,15.4,13.6,9.4,8.7,16.0
1985-05-09,11.0,1985.0,5.0,9.0,3.0,19,129.0,Thursday,Spring,0.5,-0.87,0.43,-0.9,11.14,11.46,2.57,3.83,0.6,0.9,10.4,9.0,15.4,10.1,8.4,15.9
1985-05-10,12.1,1985.0,5.0,10.0,4.0,19,130.0,Friday,Spring,0.5,-0.87,-0.43,-0.9,11.73,11.32,2.17,3.73,1.1,4.1,11.0,10.4,9.0,8.0,9.3,16.2
1985-05-11,13.4,1985.0,5.0,11.0,5.0,19,131.0,Saturday,Spring,0.5,-0.87,-0.97,-0.22,12.13,11.23,2.18,3.63,1.3,2.8,12.1,11.0,10.4,10.6,10.0,16.2
1985-05-12,11.3,1985.0,5.0,12.0,6.0,19,132.0,Sunday,Spring,0.5,-0.87,-0.78,0.62,11.8,10.95,2.09,3.28,-2.1,-2.3,13.4,12.1,11.0,13.6,10.5,19.5
1985-05-13,6.7,1985.0,5.0,13.0,0.0,20,133.0,Monday,Spring,0.5,-0.87,0.0,1.0,10.56,10.57,2.18,3.07,-4.6,-8.7,11.3,13.4,12.1,15.4,12.0,18.2
1985-05-14,9.8,1985.0,5.0,14.0,1.0,20,134.0,Tuesday,Spring,0.5,-0.87,0.78,0.62,10.67,10.17,2.11,2.22,3.1,0.8,6.7,11.3,13.4,9.0,10.1,21.8
1985-05-15,10.8,1985.0,5.0,15.0,2.0,20,135.0,Wednesday,Spring,0.5,-0.87,0.97,-0.22,10.73,10.03,2.1,2.02,1.0,0.4,9.8,6.7,11.3,10.4,9.4,15.1
1985-05-16,7.8,1985.0,5.0,16.0,3.0,20,136.0,Thursday,Spring,0.5,-0.87,0.43,-0.9,10.27,9.92,2.36,2.06,-3.0,-3.2,10.8,9.8,6.7,11.0,10.1,11.0
1985-05-17,4.5,1985.0,5.0,17.0,4.0,20,137.0,Friday,Spring,0.5,-0.87,-0.43,-0.9,9.19,9.8,3.04,2.26,-3.3,-7.6,7.8,10.8,9.8,12.1,8.0,8.1
1985-05-18,7.6,1985.0,5.0,18.0,5.0,20,138.0,Saturday,Spring,0.5,-0.87,-0.97,-0.22,8.36,9.74,2.42,2.3,3.1,-5.8,4.5,7.8,10.8,13.4,10.6,9.5
1985-05-19,6.9,1985.0,5.0,19.0,6.0,20,139.0,Sunday,Spring,0.5,-0.87,-0.78,0.62,7.73,9.66,2.08,2.35,-0.7,-4.4,7.6,4.5,7.8,11.3,13.6,9.3
1985-05-20,7.5,1985.0,5.0,20.0,0.0,21,140.0,Monday,Spring,0.5,-0.87,0.0,1.0,7.84,9.55,2.03,2.38,0.6,0.8,6.9,7.6,4.5,6.7,15.4,10.6
1985-05-21,8.5,1985.0,5.0,21.0,1.0,21,141.0,Tuesday,Spring,0.5,-0.87,0.78,0.62,7.66,9.63,1.88,2.31,1.0,-1.3,7.5,6.9,7.6,9.8,9.0,6.3
1985-05-22,5.5,1985.0,5.0,22.0,2.0,21,142.0,Wednesday,Spring,0.5,-0.87,0.97,-0.22,6.9,9.52,1.41,2.42,-3.0,-5.3,8.5,7.5,6.9,10.8,10.4,8.6
1985-05-23,9.5,1985.0,5.0,23.0,3.0,21,143.0,Thursday,Spring,0.5,-0.87,0.43,-0.9,7.14,9.61,1.71,2.37,4.0,1.7,5.5,8.5,7.5,7.8,11.0,6.8
1985-05-24,7.3,1985.0,5.0,24.0,4.0,21,144.0,Friday,Spring,0.5,-0.87,-0.43,-0.9,7.54,9.57,1.25,2.4,-2.2,2.8,9.5,5.5,8.5,4.5,12.1,8.7
1985-05-25,5.4,1985.0,5.0,25.0,5.0,21,145.0,Saturday,Spring,0.5,-0.87,-0.97,-0.22,7.23,9.47,1.49,2.51,-1.9,-2.2,7.3,9.5,5.5,7.6,13.4,8.4
1985-05-26,5.5,1985.0,5.0,26.0,6.0,21,146.0,Sunday,Spring,0.5,-0.87,-0.78,0.62,7.03,9.34,1.63,2.61,0.1,-1.4,5.4,7.3,9.5,6.9,11.3,9.3
1985-05-27,8.1,1985.0,5.0,27.0,0.0,22,147.0,Monday,Spring,0.5,-0.87,0.0,1.0,7.11,9.28,1.67,2.62,2.6,0.6,5.5,5.4,7.3,7.5,6.7,10.0
1985-05-28,11.2,1985.0,5.0,28.0,1.0,22,148.0,Tuesday,Spring,0.5,-0.87,0.78,0.62,7.5,9.3,2.25,2.63,3.1,2.7,8.1,5.5,5.4,8.5,9.8,10.5
1985-05-29,13.4,1985.0,5.0,29.0,2.0,22,149.0,Wednesday,Spring,0.5,-0.87,0.97,-0.22,8.63,9.35,2.96,2.69,2.2,7.9,11.2,8.1,5.5,5.5,10.8,12.0
1985-05-30,11.6,1985.0,5.0,30.0,3.0,22,150.0,Thursday,Spring,0.5,-0.87,0.43,-0.9,8.93,9.4,3.16,2.72,-1.8,2.1,13.4,11.2,8.1,9.5,7.8,10.1
1985-05-31,10.1,1985.0,5.0,31.0,4.0,22,151.0,Friday,Spring,0.5,-0.87,-0.43,-0.9,9.33,9.42,3.09,2.72,-1.5,2.8,11.6,13.4,11.2,7.3,4.5,9.4
1985-06-01,4.3,1985.0,6.0,1.0,5.0,22,152.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,9.17,9.23,3.34,2.88,-5.8,-1.1,10.1,11.6,13.4,5.4,7.6,10.1
1985-06-02,5.5,1985.0,6.0,2.0,6.0,22,153.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,9.17,9.14,3.34,2.95,1.2,0.0,4.3,10.1,11.6,5.5,6.9,8.0
1985-06-03,4.4,1985.0,6.0,3.0,0.0,23,154.0,Monday,Summer,0.0,-1.0,0.0,1.0,8.64,8.94,3.8,3.06,-1.1,-3.7,5.5,4.3,10.1,8.1,7.5,10.6
1985-06-04,5.9,1985.0,6.0,4.0,1.0,23,155.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,7.89,8.68,3.74,2.97,1.5,-5.3,4.4,5.5,4.3,11.2,8.5,13.6
1985-06-05,5.7,1985.0,6.0,5.0,2.0,23,156.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,6.79,8.36,2.88,2.74,-0.2,-7.7,5.9,4.4,5.5,13.4,5.5,15.4
1985-06-06,8.2,1985.0,6.0,6.0,3.0,23,157.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,6.3,8.33,2.11,2.73,2.5,-3.4,5.7,5.9,4.4,11.6,9.5,9.0
1985-06-07,8.2,1985.0,6.0,7.0,4.0,23,158.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,6.03,8.26,1.61,2.71,0.0,-1.9,8.2,5.7,5.9,10.1,7.3,10.4
1985-06-08,4.2,1985.0,6.0,8.0,5.0,23,159.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,6.01,8.03,1.62,2.75,-4.0,-0.1,8.2,8.2,5.7,4.3,5.4,11.0
1985-06-09,6.5,1985.0,6.0,9.0,6.0,23,160.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,6.16,7.84,1.62,2.65,2.3,1.0,4.2,8.2,8.2,5.5,5.5,12.1
1985-06-10,10.0,1985.0,6.0,10.0,0.0,24,161.0,Monday,Summer,0.0,-1.0,0.0,1.0,6.96,7.73,1.95,2.48,3.5,5.6,6.5,4.2,8.2,4.4,8.1,13.4
1985-06-11,8.8,1985.0,6.0,11.0,1.0,24,162.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,7.37,7.65,2.0,2.39,-1.2,2.9,10.0,6.5,4.2,5.9,11.2,11.3
1985-06-12,6.6,1985.0,6.0,12.0,2.0,24,163.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,7.5,7.64,1.9,2.39,-2.2,0.9,8.8,10.0,6.5,5.7,13.4,6.7
1985-06-13,7.8,1985.0,6.0,13.0,3.0,24,164.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,7.44,7.58,1.88,2.36,1.2,-0.4,6.6,8.8,10.0,8.2,11.6,9.8
1985-06-14,10.1,1985.0,6.0,14.0,4.0,24,165.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,7.71,7.55,2.13,2.33,2.3,1.9,7.8,6.6,8.8,8.2,10.1,10.8
1985-06-15,7.1,1985.0,6.0,15.0,5.0,24,166.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,8.13,7.53,1.53,2.33,-3.0,2.9,10.1,7.8,6.6,4.2,4.3,7.8
1985-06-16,7.7,1985.0,6.0,16.0,6.0,24,167.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,8.3,7.64,1.37,2.26,0.6,1.2,7.1,10.1,7.8,6.5,5.5,4.5
1985-06-17,8.5,1985.0,6.0,17.0,0.0,25,168.0,Monday,Summer,0.0,-1.0,0.0,1.0,8.09,7.67,1.17,2.26,0.8,-1.5,7.7,7.1,10.1,10.0,4.4,7.6
1985-06-18,7.3,1985.0,6.0,18.0,1.0,25,169.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,7.87,7.68,1.15,2.26,-1.2,-1.5,8.5,7.7,7.1,8.8,5.9,6.9
1985-06-19,6.9,1985.0,6.0,19.0,2.0,25,170.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,7.91,7.66,1.1,2.27,-0.4,0.3,7.3,8.5,7.7,6.6,5.7,7.5
1985-06-20,8.4,1985.0,6.0,20.0,3.0,25,171.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,8.0,7.66,1.11,2.26,1.5,0.6,6.9,7.3,8.5,7.8,8.2,8.5
1985-06-21,7.1,1985.0,6.0,21.0,4.0,25,172.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,7.57,7.71,0.65,2.23,-1.3,-3.0,8.4,6.9,7.3,10.1,8.2,5.5
1985-06-22,6.3,1985.0,6.0,22.0,5.0,25,173.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,7.46,7.6,0.8,2.22,-0.8,-0.8,7.1,8.4,6.9,7.1,4.2,9.5
1985-06-23,0.6,1985.0,6.0,23.0,6.0,25,174.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,6.44,7.38,2.7,2.56,-5.7,-7.1,6.3,7.1,8.4,7.7,6.5,7.3
1985-06-24,1.6,1985.0,6.0,24.0,0.0,26,175.0,Monday,Summer,0.0,-1.0,0.0,1.0,5.46,7.25,3.06,2.75,1.0,-6.9,0.6,6.3,7.1,8.5,10.0,5.4
1985-06-25,7.0,1985.0,6.0,25.0,1.0,26,176.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,5.41,7.3,3.03,2.73,5.4,-0.3,1.6,0.6,6.3,7.3,8.8,5.5
1985-06-26,8.3,1985.0,6.0,26.0,2.0,26,177.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,5.61,7.31,3.18,2.73,1.3,1.4,7.0,1.6,0.6,6.9,6.6,8.1
1985-06-27,8.0,1985.0,6.0,27.0,3.0,26,178.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,5.56,7.2,3.13,2.64,-0.3,-0.4,8.3,7.0,1.6,8.4,7.8,11.2
1985-06-28,10.2,1985.0,6.0,28.0,4.0,26,179.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,6.0,7.1,3.57,2.43,2.2,3.1,8.0,8.3,7.0,7.1,10.1,13.4
1985-06-29,10.6,1985.0,6.0,29.0,5.0,26,180.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,6.61,7.06,3.98,2.38,0.4,4.3,10.2,8.0,8.3,6.3,7.1,11.6
1985-06-30,10.4,1985.0,6.0,30.0,6.0,26,181.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,8.01,7.07,3.15,2.39,-0.2,9.6,10.6,10.2,8.0,0.6,7.7,10.1
1985-07-01,11.6,1985.0,7.0,1.0,0.0,27,182.0,Monday,Summer,-0.5,-0.87,0.0,1.0,9.44,7.32,1.68,2.47,1.2,9.6,10.4,10.6,10.2,1.6,8.5,4.3
1985-07-02,11.0,1985.0,7.0,2.0,1.0,27,183.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,10.01,7.5,1.35,2.53,-0.6,4.0,11.6,10.4,10.6,7.0,7.3,5.5
1985-07-03,10.7,1985.0,7.0,3.0,2.0,27,184.0,Wednesday,Summer,-0.5,-0.87,0.97,-0.22,10.36,7.71,1.13,2.53,-0.3,2.4,11.0,11.6,10.4,8.3,6.9,4.4
1985-07-04,7.3,1985.0,7.0,4.0,3.0,27,185.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,10.26,7.76,1.38,2.5,-3.4,-0.7,10.7,11.0,11.6,8.0,8.4,5.9
1985-07-05,4.2,1985.0,7.0,5.0,4.0,27,186.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,9.4,7.71,2.68,2.56,-3.1,-6.0,7.3,10.7,11.0,10.2,7.1,5.7
1985-07-06,4.7,1985.0,7.0,6.0,5.0,27,187.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,8.56,7.59,3.13,2.62,0.5,-5.9,4.2,7.3,10.7,10.6,6.3,8.2
1985-07-07,5.6,1985.0,7.0,7.0,6.0,27,188.0,Sunday,Summer,-0.5,-0.87,-0.78,0.62,7.87,7.5,3.18,2.64,0.9,-4.8,4.7,4.2,7.3,10.4,0.6,8.2
1985-07-08,7.7,1985.0,7.0,8.0,0.0,28,189.0,Monday,Summer,-0.5,-0.87,0.0,1.0,7.31,7.62,2.73,2.56,2.1,-3.9,5.6,4.7,4.2,11.6,1.6,4.2
1985-07-09,7.5,1985.0,7.0,9.0,1.0,28,190.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,6.81,7.65,2.21,2.56,-0.2,-3.5,7.7,5.6,4.7,11.0,7.0,6.5
